SP,SPEC,CONF,COMMONNAME,SCINAME,SPEC6,CONF6,LANDBIRD
,CBWO,,Crimson-bellied Woodpecker,Campephilus haematogaster,CAMHAE,,TRUE
,CCRW,*,Crimson-crested Woodpecker,Campephilus melanoleucos,CAMMEL,,TRUE
,PBIW,*,Pale-billed Woodpecker,Campephilus guatemalensis,CAMGUA,,TRUE
,IBWO,,Ivory-billed Woodpecker,Campephilus principalis,CAMPRI,,TRUE
,IMWO,,Imperial Woodpecker,Campephilus imperialis,CAMIMP,,TRUE
+,UNWO,,Unidentified Woodpecker,"Picinae (gen, sp)",PICGSP,,TRUE
,LAFA,,Laughing Falcon,Herpetotheres cachinnans,HERCAC,,TRUE
,BAFF,,Barred Forest-Falcon,Micrastur ruficollis,MICRUF,,TRUE
,SBFF,,Slaty-backed Forest-Falcon,Micrastur mirandollei,MICMIR,,TRUE
,COFF,,Collared Forest-Falcon,Micrastur semitorquatus,MICSEM,,TRUE
,RTCA,,Red-throated Caracara,Ibycter americanus,IBYAME,,TRUE
,CRCA,,Crested Caracara,Caracara cheriway,CARCHE,,TRUE
,GUCA,,Guadalupe Caracara,Caracara lutosa,CARLUT,,TRUE
,YHCA,,Yellow-headed Caracara,Milvago chimachima,MILCHI,,TRUE
,EUKE,,Eurasian Kestrel,Falco tinnunculus,FALTIN,,TRUE
,AMKE,,American Kestrel,Falco sparverius,FALSPA,,TRUE
,RFFA,,Red-footed Falcon,Falco vespertinus,FALVES,,TRUE
,MERL,,Merlin,Falco columbarius,FALCOL,,TRUE
,EHOB,*,Eurasian Hobby,Falco subbuteo,FALSUB,,TRUE
,APFA,,Aplomado Falcon,Falco femoralis,FALFEM,,TRUE
,BAFA,,Bat Falcon,Falco rufigularis,FALRUF,,TRUE
,OBFA,,Orange-breasted Falcon,Falco deiroleucus,FALDEI,,TRUE
,GYRF,,Gyrfalcon,Falco rusticolus,FALRUS,,TRUE
,PEFA,,Peregrine Falcon,Falco peregrinus,FALPER,,TRUE
,PRFA,,Prairie Falcon,Falco mexicanus,FALMEX,,TRUE
,PAIP,*,Painted Parakeet,Pyrrhura picta,PYRPIC,,TRUE
,SWPA,,Sulphur-winged Parakeet,Pyrrhura hoffmanni,PYRHOF,,TRUE
,MOPA,,Monk Parakeet,Myiopsitta monachus,MYIMON,,TRUE
,CAPA,,Carolina Parakeet,Conuropsis carolinensis,CONCAL,*,TRUE
,OTPA,,Olive-throated Parakeet,Eupsittula nana,EUPNAN,,TRUE
,OFPA,,Orange-fronted Parakeet,Eupsittula canicularis,EUPCAN,,TRUE
,BTPA,,Brown-throated Parakeet,Eupsittula pertinax,EUPPER,,TRUE
,NAPA,,Nanday Parakeet,Aratinga nenday,ARANEN,,TRUE
,BAYM,,Blue-and-yellow Macaw,Ara ararauna,ARAARA,,TRUE
,CFMA,,Chestnut-fronted Macaw,Ara severus,ARASEV,,TRUE
,CUBM,*,Cuban Macaw,Ara tricolor,ARATRI,,TRUE
,SCMA,,Scarlet Macaw,Ara macao,ARAMAC,,TRUE
,RAGM,,Red-and-green Macaw,Ara chloropterus,ARACHL,,TRUE
,MIMA,,Military Macaw,Ara militaris,ARAMIL,,TRUE
,GGMA,,Great Green Macaw,Ara ambiguus,ARAAMB,,TRUE
,GREP,*,Green Parakeet,Psittacara holochlorus,PSIHOL,,TRUE
,SOPA,,Socorro Parakeet,Psittacara brevipes,PSIBRE,,TRUE
,PACP,*,Pacific Parakeet,Psittacara strenuus,PSISTR,,TRUE
,CFPA,,Crimson-fronted Parakeet,Psittacara finschi,PSIFIN,,TRUE
,CPAK,*,Cuban Parakeet,Psittacara euops,PSIEUO,,TRUE
,PRPK,*,Puerto Rican Parakeet,Psittacara maugei,PSIMAU,,TRUE
,HPAK,*,Hispaniolan Parakeet,Psittacara chloropterus,PSICHL,,TRUE
,MIPA,,Mitred Parakeet,Psittacara mitratus,PSIMIT,,TRUE
,TBPA,,Thick-billed Parrot,Rhynchopsitta pachyrhyncha,RHYPAC,,TRUE
,MFPA,,Maroon-fronted Parrot,Rhynchopsitta terrisi,RHYTER,,TRUE
,BAPA,,Barred Parakeet,Bolborhynchus lineola,BOLLIN,,TRUE
,MEXP,*,Mexican Parrotlet,Forpus cyanopygius,FORCYA,,TRUE
,GRUP,*,Green-rumped Parrotlet,Forpus passerinus,FORPAS,,TRUE
,SPPA,,Spectacled Parrotlet,Forpus conspicillatus,FORCON,,TRUE
,OCPA,,Orange-chinned Parakeet,Brotogeris jugularis,BROJUG,,TRUE
,WWPA,,White-winged Parakeet,Brotogeris versicolurus,BROVER,,TRUE
,YCPA,,Yellow-chevroned Parakeet,Brotogeris chiriri,BROCHI,,TRUE
,RFPA,,Red-fronted Parrotlet,Touit costaricensis,TOUCOS,,TRUE
,BFPA,,Blue-fronted Parrotlet,Touit dilectissimus,TOUDIL,,TRUE
,BHOP,*,Brown-hooded Parrot,Pyrilia haematotis,PYRHAE,,TRUE
,SHPA,,Saffron-headed Parrot,Pyrilia pyrilia,PYRPYI,*,TRUE
,BHEP,*,Blue-headed Parrot,Pionus menstruus,PIOMEN,,TRUE
,WCPA,,White-crowned Parrot,Pionus senilis,PIOSEN,,TRUE
,WFPA,,White-fronted Parrot,Amazona albifrons,AMAALB,,TRUE
,YLPA,,Yellow-lored Parrot,Amazona xantholora,AMAXAN,,TRUE
,CPAT,*,Cuban Parrot,Amazona leucocephala,AMALEU,,TRUE
,YBPA,,Yellow-billed Parrot,Amazona collaria,AMACOL,,TRUE
,HPAT,*,Hispaniolan Parrot,Amazona ventralis,AMAVEN,,TRUE
,PRPO,*,Puerto Rican Parrot,Amazona vittata,AMAVIT,,TRUE
,BBPA,,Black-billed Parrot,Amazona agilis,AMAAGI,,TRUE
,RCPA,,Red-crowned Parrot,Amazona viridigenalis,AMAVIR,*,TRUE
,LCPA,,Lilac-crowned Parrot,Amazona finschi,AMAFIN,,TRUE
,RLPA,,Red-lored Parrot,Amazona autumnalis,AMAAUT,,TRUE
,MEAP,*,Mealy Parrot,Amazona farinosa,AMAFAR,,TRUE
,YHPA,,Yellow-headed Parrot,Amazona oratrix,AMAORA,,TRUE
,YNPA,,Yellow-naped Parrot,Amazona auropalliata,AMAAUR,,TRUE
,YCRP,*,Yellow-crowned Parrot,Amazona ochrocephala,AMAOCH,,TRUE
,RNPA,,Red-necked Parrot,Amazona arausiaca,AMAARA,,TRUE
,SLPA,,St. Lucia Parrot,Amazona versicolor,AMAVER,,TRUE
,SVPA,,St. Vincent Parrot,Amazona guildingii,AMAGUI,,TRUE
,IMPA,,Imperial Parrot,Amazona imperialis,AMAIMP,,TRUE
,RRPA,,Rose-ringed Parakeet,Psittacula krameri,PSIKRA,,TRUE
,RFLO,,Rosy-faced Lovebird,Agapornis roseicollis,AGAROS,,TRUE
,SAPA,,Sapayoa,Sapayoa aenigma,SAPAEN,,TRUE
,FAAN,,Fasciated Antshrike,Cymbilaimus lineatus,CYMLIN,,TRUE
,GANT,*,Great Antshrike,Taraba major,TARMAJ,,TRUE
,BAAN,,Barred Antshrike,Thamnophilus doliatus,THADOL,,TRUE
,BLAN,,Black Antshrike,Thamnophilus nigriceps,THANIG,,TRUE
,BHOA,*,Black-hooded Antshrike,Thamnophilus bridgesi,THABRI,,TRUE
,BCAS,*,Black-crowned Antshrike,Thamnophilus atrinucha,THAATR,,TRUE
,SFAN,,Spiny-faced Antshrike,Xenornis setifrons,XENSET,,TRUE
,RUAN,,Russet Antshrike,Thamnistes anabatinus,THAANA,,TRUE
,PLAN,,Plain Antvireo,Dysithamnus mentalis,DYSMEN,,TRUE
,STCA,*,Streak-crowned Antvireo,Dysithamnus striaticeps,DYSSTR,,TRUE
,SPCA,*,Spot-crowned Antvireo,Dysithamnus puncticeps,DYSPUN,,TRUE
,MOAN,,Moustached Antwren,Myrmotherula ignota,MYRIGN,,TRUE
,PAAN,,Pacific Antwren,Myrmotherula pacifica,MYRPAC,,TRUE
,WFLA,*,White-flanked Antwren,Myrmotherula axillaris,MYRAXI,,TRUE
,SLAN,,Slaty Antwren,Myrmotherula schisticolor,MYRSCH,,TRUE
,CTST,,Checker-throated Stipplethroat,Epinecrophylla fulviventris,EPIFUL,,TRUE
,RWAN,,Rufous-winged Antwren,Herpsilochmus rufimarginatus,HERRUF,,TRUE
,DWAN,,Dot-winged Antwren,Microrhopias quixensis,MICQUI,,TRUE
,WFRA,*,White-fringed Antwren,Formicivora grisea,FORGRI,,TRUE
,RRAN,,Rufous-rumped Antwren,Euchrepomis callinota,EUCCAL,,TRUE
,DUAN,,Dusky Antbird,Cercomacroides tyrannina,CERTYR,,TRUE
,JEAN,,Jet Antbird,Cercomacra nigricans,CERNIG,,TRUE
,BACA,*,Bare-crowned Antbird,Gymnocichla nudiceps,GYCNUD,*,TRUE
,WBEA,*,White-bellied Antbird,Myrmeciza longipes,MYRLON,,TRUE
,ZEAN,,Zeledon's Antbird,Myrmeciza zeledoni,MYRZEL,,TRUE
,CBAN,,Chestnut-backed Antbird,Poliocrania exsul,POLEXS,,TRUE
,DMAN,,Dull-mantled Antbird,Sipia laemosticta,SIPLAE,,TRUE
,SPAN,,Spotted Antbird,Hylophylax naevioides,HYLNAE,,TRUE
,WBAA,*,Wing-banded Antbird,Myrmornis torquata,MYRTOR,,TRUE
,BIAN,,Bicolored Antbird,Gymnopithys bicolor,GYMBIC,,TRUE
,OCAN,,Ocellated Antbird,Phaenostictus mcleannani,PHAMCL,,TRUE
,BCAP,*,Black-crowned Antpitta,Pittasoma michleri,PITMIC,,TRUE
,SCAA,*,Scaled Antpitta,Grallaria guatimalensis,GRAGUA,,TRUE
,SCHA,*,Streak-chested Antpitta,Hylopezus perspicillatus,HYLPER,,TRUE
,THAN,,Thicket Antpitta,Hylopezus dives,HYLDIV,,TRUE
,OBAN,,Ochre-breasted Antpitta,Grallaricula flavirostris,GRAFLA,,TRUE
,TATA,,Tacarcuna Tapaculo,Scytalopus panamensis,SCYPAN,,TRUE
,CHTA,,Choco Tapaculo,Scytalopus chocoensis,SCYCHO,,TRUE
,SFTA,,Silvery-fronted Tapaculo,Scytalopus argentifrons,SCYARG,,TRUE
,MYAN,,Mayan Antthrush,Formicarius moniliger,FORMON,,TRUE
,BFAN,,Black-faced Antthrush,Formicarius analis,FORANA,,TRUE
,BHEA,*,Black-headed Antthrush,Formicarius nigricapillus,FORNIG,,TRUE
,RBAN,,Rufous-breasted Antthrush,Formicarius rufipectus,FORRUF,,TRUE
,TTLE,,Tawny-throated Leaftosser,Sclerurus mexicanus,SCLMEX,,TRUE
,GTLE,,Gray-throated Leaftosser,Sclerurus albigularis,SCLALB,,TRUE
,STLE,,Scaly-throated Leaftosser,Sclerurus guatemalensis,SCLGUA,,TRUE
,OLWO,,Olivaceous Woodcreeper,Sittasomus griseicapillus,SITGRI,,TRUE
,LTWO,,Long-tailed Woodcreeper,Deconychura longicauda,DECLON,,TRUE
,RUWO,,Ruddy Woodcreeper,Dendrocincla homochroa,DENHOM,,TRUE
,TWWO,,Tawny-winged Woodcreeper,Dendrocincla anabatina,DENANA,,TRUE
,PBRW,*,Plain-brown Woodcreeper,Dendrocincla fuliginosa,DENFUA,*,TRUE
,WBWO,,Wedge-billed Woodcreeper,Glyphorynchus spirurus,GLYSPI,,TRUE
,NOBW,,Northern Barred-Woodcreeper,Dendrocolaptes sanctithomae,DENSAN,,TRUE
,BBNW,*,Black-banded Woodcreeper,Dendrocolaptes picumnus,DENPIM,*,TRUE
,SNBW,*,Strong-billed Woodcreeper,Xiphocolaptes promeropirhynchus,XIPPRO,,TRUE
,COWO,,Cocoa Woodcreeper,Xiphorhynchus susurrans,XIPSUS,,TRUE
,IBIW,*,Ivory-billed Woodcreeper,Xiphorhynchus flavigaster,XIPFLA,,TRUE
,BSWO,,Black-striped Woodcreeper,Xiphorhynchus lachrymosus,XIPLAC,,TRUE
,SPWO,,Spotted Woodcreeper,Xiphorhynchus erythropygius,XIPERY,,TRUE
,SGBW,*,Straight-billed Woodcreeper,Dendroplex picus,DENPIS,*,TRUE
,RBSC,,Red-billed Scythebill,Campylorhamphus trochilirostris,CAMTRO,,TRUE
,BBSC,,Brown-billed Scythebill,Campylorhamphus pusillus,CAMPUS,,TRUE
,WSWO,,White-striped Woodcreeper,Lepidocolaptes leucogaster,LEPLEU,,TRUE
,SHWO,,Streak-headed Woodcreeper,Lepidocolaptes souleyetii,LEPSOU,,TRUE
,SCRW,*,Spot-crowned Woodcreeper,Lepidocolaptes affinis,LEPAFF,,TRUE
,PLXE,,Plain Xenops,Xenops minutus,XENMIT,*,TRUE
,STXE,,Streaked Xenops,Xenops rutilans,XENRUT,,TRUE
,BUTU,,Buffy Tuftedcheek,Pseudocolaptes lawrencii,PSELAW,,TRUE
,STST,,Sharp-tailed Streamcreeper,Lochmias nematura,LOCNEM,,TRUE
,SWFG,,Slaty-winged Foliage-gleaner,Philydor fuscipenne,PHIFUS,,TRUE
,BFFG,,Buff-fronted Foliage-gleaner,Dendroma rufa,DENRUF,,TRUE
,STFG,,Scaly-throated Foliage-gleaner,Anabacerthia variegaticeps,ANAVAR,,TRUE
,LIFG,,Lineated Foliage-gleaner,Syndactyla subalaris,SYNSUB,,TRUE
,RUFG,,Ruddy Foliage-gleaner,Clibanornis rubiginosus,CLIRUB,,TRUE
,SBTR,,Streak-breasted Treehunter,Thripadectes rufobrunneus,THRRUB,*,TRUE
,BTFG,,Buff-throated Foliage-gleaner,Automolus ochrolaemus,AUTOCH,,TRUE
,CHFG,,Chiriqui Foliage-gleaner,Automolus exsertus,AUTEXS,,TRUE
,STPW,*,Striped Woodhaunter,Automolus subulatus,AUTSUB,,TRUE
,SPBA,,Spotted Barbtail,Premnoplex brunnescens,PREBRU,,TRUE
,BETR,,Beautiful Treerunner,Margarornis bellulus,MARBEL,,TRUE
,RUTR,,Ruddy Treerunner,Margarornis rubiginosus,MARRUB,,TRUE
,DBGR,,Double-banded Graytail,Xenerpestes minlosi,XENMIL,*,TRUE
,RFSP,,Red-faced Spinetail,Cranioleuca erythrops,CRAERY,,TRUE
,COSP,,Coiba Spinetail,Cranioleuca dissita,CRADIS,,TRUE
,PBSP,,Pale-breasted Spinetail,Synallaxis albescens,SYNALB,,TRUE
,SLSP,,Slaty Spinetail,Synallaxis brachyura,SYNBRA,,TRUE
,RBSP,,Rufous-breasted Spinetail,Synallaxis erythrothorax,SYNERY,,TRUE
,LATM,*,Lance-tailed Manakin,Chiroxiphia lanceolata,CHILAN,,TRUE
,LOTM,*,Long-tailed Manakin,Chiroxiphia linearis,CHILIN,,TRUE
,WRMA,,White-ruffed Manakin,Corapipo altera,CORALT,,TRUE
,GMAK,*,Green Manakin,Cryptopipo holochlora,CRYHOL,,TRUE
,BCRM,*,Blue-crowned Manakin,Lepidothrix coronata,LEPCOR,,TRUE
,WCOM,*,White-collared Manakin,Manacus candei,MANCAN,,TRUE
,OCMA,,Orange-collared Manakin,Manacus aurantiacus,MANAUR,,TRUE
,GCMA,,Golden-collared Manakin,Manacus vitellinus,MANVIT,,TRUE
,WCRM,*,White-crowned Manakin,Pseudopipra pipra,PSEPIP,,TRUE
,RCMA,,Red-capped Manakin,Ceratopipra mentalis,CERMEN,,TRUE
,GHMA,,Golden-headed Manakin,Ceratopipra erythrocephala,CERERY,,TRUE
,PTFR,,Purple-throated Fruitcrow,Querula purpurata,QUEPUR,,TRUE
,BNUM,,Bare-necked Umbrellabird,Cephalopterus glabricollis,CEPGLA,,TRUE
,LOCO,,Lovely Cotinga,Cotinga amabilis,COTAMA,,TRUE
,TUCO,,Turquoise Cotinga,Cotinga ridgwayi,COTRID,,TRUE
,BLCO,,Blue Cotinga,Cotinga nattererii,COTNAT,,TRUE
,RUFP,*,Rufous Piha,Lipaugus unirufus,LIPUNI,,TRUE
,TWBE,,Three-wattled Bellbird,Procnias tricarunculatus,PROTRI,,TRUE
,BTCO,,Black-tipped Cotinga,Carpodectes hopkei,CARHOP,,TRUE
,YBCO,,Yellow-billed Cotinga,Carpodectes antoniae,CARANT,,TRUE
,SNCO,,Snowy Cotinga,Carpodectes nitidus,CARNIT,,TRUE
,NOSC,,Northern Schiffornis,Schiffornis veraepacis,SCHVER,,TRUE
,RWSC,,Russet-winged Schiffornis,Schiffornis stenorhyncha,SCHSTE,,TRUE
,SPMO,,Speckled Mourner,Laniocera rufescens,LANRUF,,TRUE
,MATI,,Masked Tityra,Tityra semifasciata,TITSEM,,TRUE
,BCRT,*,Black-crowned Tityra,Tityra inquisitor,TITINQ,,TRUE
,BABE,,Barred Becard,Pachyramphus versicolor,PACVER,,TRUE
,CIRB,*,Cinereous Becard,Pachyramphus rufus,PACRUF,,TRUE
,CIMB,*,Cinnamon Becard,Pachyramphus cinnamomeus,PACCIN,,TRUE
,WWBE,,White-winged Becard,Pachyramphus polychopterus,PACPOL,,TRUE
,BAWB,,Black-and-white Becard,Pachyramphus albogriseus,PACALB,,TRUE
,GCBE,,Gray-collared Becard,Pachyramphus major,PACMAJ,,TRUE
,RTBE,,Rose-throated Becard,Pachyramphus aglaiae,PACAGL,,TRUE
,OCBE,,One-colored Becard,Pachyramphus homochrous,PACHOM,,TRUE
,JABE,,Jamaican Becard,Pachyramphus niger,PACNIG,,TRUE
,SHAR,,Sharpbill,Oxyruncus cristatus,OXYCRI,,TRUE
,ROFL,,Royal Flycatcher,Onychorhynchus coronatus,ONYCOR,,TRUE
,RDTF,*,Ruddy-tailed Flycatcher,Terenotriccus erythrurus,TERERY,,TRUE
,TBFL,,Tawny-breasted Flycatcher,Myiobius villosus,MYIVIL,,TRUE
,SRFL,,Sulphur-rumped Flycatcher,Myiobius sulphureipygius,MYISUL,,TRUE
,BTFL,,Black-tailed Flycatcher,Myiobius atricaudus,MYIATD,*,TRUE
,GHPI,,Gray-headed Piprites,Piprites griseiceps,PIPGRI,,TRUE
,SBTS,*,Stub-tailed Spadebill,Platyrinchus cancrominus,PLACAN,,TRUE
,WTRS,*,White-throated Spadebill,Platyrinchus mystaceus,PLAMYS,,TRUE
,GCRS,*,Golden-crowned Spadebill,Platyrinchus coronatus,PLACOR,,TRUE
,OSTF,*,Olive-striped Flycatcher,Mionectes olivaceus,MIOOLI,,TRUE
,OBFL,,Ochre-bellied Flycatcher,Mionectes oleagineus,MIOOLE,,TRUE
,SECF,*,Sepia-capped Flycatcher,Leptopogon amaurocephalus,LEPAMA,,TRUE
,SLCF,*,Slaty-capped Flycatcher,Leptopogon superciliaris,LEPSUP,,TRUE
,YGTY,,Yellow-green Tyrannulet,Phylloscartes flavovirens,PHYFLA,,TRUE
,RBTY,,Rufous-browed Tyrannulet,Phylloscartes superciliaris,PHYSUP,,TRUE
,BOPT,,Bronze-olive Pygmy-Tyrant,Pseudotriccus pelzelni,PSEPEL,,TRUE
,BPYT,*,Black-capped Pygmy-Tyrant,Myiornis atricapillus,MYIATP,*,TRUE
,SCPT,,Scale-crested Pygmy-Tyrant,Lophotriccus pileatus,LOPPIT,*,TRUE
,PEPT,,Pale-eyed Pygmy-Tyrant,Lophotriccus pilaris,LOPPIR,*,TRUE
,NOBE,,Northern Bentbill,Oncostoma cinereigulare,ONCCIN,,TRUE
,SOBE,,Southern Bentbill,Oncostoma olivaceum,ONCOLI,,TRUE
,SHTF,,Slate-headed Tody-Flycatcher,Poecilotriccus sylvia,POESYL,,TRUE
,COTF,,Common Tody-Flycatcher,Todirostrum cinereum,TODCIN,,TRUE
,BHTF,,Black-headed Tody-Flycatcher,Todirostrum nigriceps,TODNIG,,TRUE
,BRTW,,Brownish Twistwing,Cnipodectes subbrunneus,CNISUB,,TRUE
,ERFL,,Eye-ringed Flatbill,Rhynchocyclus brevirostris,RHYBRE,,TRUE
,OLFL,,Olivaceous Flatbill,Rhynchocyclus olivaceus,RHYOLI,,TRUE
,YOFL,,Yellow-olive Flycatcher,Tolmomyias sulphurescens,TOLSUL,,TRUE
,YMFL,,Yellow-margined Flycatcher,Tolmomyias assimilis,TOLASS,,TRUE
,YBRF,*,Yellow-breasted Flycatcher,Tolmomyias flaviventris,TOLFLA,,TRUE
,YBTY,,Yellow-bellied Tyrannulet,Ornithion semiflavum,ORNSEM,,TRUE
,BCTY,,Brown-capped Tyrannulet,Ornithion brunneicapillus,ORNBRU,,TRUE
,NOBT,,Northern Beardless-Tyrannulet,Camptostoma imberbe,CAMIMB,,TRUE
,SOBT,,Southern Beardless-Tyrannulet,Camptostoma obsoletum,CAMOBS,,TRUE
,COCF,*,Cocos Flycatcher,Nesotriccus ridgwayi,NESRID,,TRUE
,MCTY,,Mouse-colored Tyrannulet,Nesotriccus murinus,NESMUR,,TRUE
,YETY,,Yellow Tyrannulet,Capsiempis flaveola,CAPFLA,,TRUE
,YCTY,,Yellow-crowned Tyrannulet,Tyrannulus elatus,TYRELA,,TRUE
,FOEL,,Forest Elaenia,Myiopagis gaimardii,MYIGAI,,TRUE
,GRAE,*,Gray Elaenia,Myiopagis caniceps,MYICAN,,TRUE
,JAEL,,Jamaican Elaenia,Myiopagis cotta,MYICOT,,TRUE
,GREL,,Greenish Elaenia,Myiopagis viridicata,MYIVIR,,TRUE
,CAEL,,Caribbean Elaenia,Elaenia martinica,ELAMAR,,TRUE
,YBEL,,Yellow-bellied Elaenia,Elaenia flavogaster,ELAFLA,,TRUE
,WCEL,,White-crested Elaenia,Elaenia albiceps,ELAALB,,TRUE
,LEEL,,Lesser Elaenia,Elaenia chiriquensis,ELACHI,,TRUE
,MOEL,,Mountain Elaenia,Elaenia frantzii,ELAFRA,,TRUE
,GAEL,,Greater Antillean Elaenia,Elaenia fallax,ELAFAL,,TRUE
,TOTY,,Torrent Tyrannulet,Serpophaga cinerea,SERCIN,,TRUE
,RLTY,,Rough-legged Tyrannulet,Phyllomyias burmeisteri,PHYBUR,,TRUE
,SHTY,,Sooty-headed Tyrannulet,Phyllomyias griseiceps,PHYGRI,,TRUE
,GUTY,,Guatemalan Tyrannulet,Zimmerius vilissimus,ZIMVIL,,TRUE
,MITY,,Mistletoe Tyrannulet,Zimmerius parvus,ZIMPAR,,TRUE
,BRAT,,Bright-rumped Attila,Attila spadiceus,ATTSPA,,TRUE
,CHSI,,Choco Sirystes,Sirystes albogriseus,SIRALB,,TRUE
,RMOU,*,Rufous Mourner,Rhytipterna holerythra,RHYHOL,,TRUE
,YUFL,,Yucatan Flycatcher,Myiarchus yucatanensis,MYIYUC,,TRUE
,SAFL,,Sad Flycatcher,Myiarchus barbirostris,MYIBAR,,TRUE
,DCFL,,Dusky-capped Flycatcher,Myiarchus tuberculifer,MYITUB,,TRUE
,PAFL,,Panama Flycatcher,Myiarchus panamensis,MYIPAN,,TRUE
,ATFL,,Ash-throated Flycatcher,Myiarchus cinerascens,MYICIN,,TRUE
,NUFL,,Nutting's Flycatcher,Myiarchus nuttingi,MYINUT,,TRUE
,GCFL,,Great Crested Flycatcher,Myiarchus crinitus,MYICRI,,TRUE
,BCFL,,Brown-crested Flycatcher,Myiarchus tyrannulus,MYITYR,,TRUE
,GFLY,*,Grenada Flycatcher,Myiarchus nugator,MYINUG,,TRUE
,RFTF,*,Rufous-tailed Flycatcher,Myiarchus validus,MYIVAL,,TRUE
,LSFL,,La Sagra's Flycatcher,Myiarchus sagrae,MYISAG,,TRUE
,STOF,*,Stolid Flycatcher,Myiarchus stolidus,MYISTO,,TRUE
,PRFL,,Puerto Rican Flycatcher,Myiarchus antillarum,MYIANT,,TRUE
,LAFL,,Lesser Antillean Flycatcher,Myiarchus oberi,MYIOBE,,TRUE
,FLFL,,Flammulated Flycatcher,Deltarhynchus flammulatus,DELFLA,,TRUE
,LEKI,,Lesser Kiskadee,Pitangus lictor,PITLIC,,TRUE
,GKIS,*,Great Kiskadee,Pitangus sulphuratus,PITSUL,,TRUE
,CATY,,Cattle Tyrant,Machetornis rixosa,MACRIX,,TRUE
,BOBF,*,Boat-billed Flycatcher,Megarynchus pitangua,MEGPIT,,TRUE
,RMFL,,Rusty-margined Flycatcher,Myiozetetes cayanensis,MYICAY,,TRUE
,SOFL,,Social Flycatcher,Myiozetetes similis,MYISIM,,TRUE
,GCAF,*,Gray-capped Flycatcher,Myiozetetes granadensis,MYIGRA,,TRUE
,WRFL,,White-ringed Flycatcher,Conopias albovittatus,CONALB,,TRUE
,GBFL,,Golden-bellied Flycatcher,Myiodynastes hemichrysus,MYIHEM,,TRUE
,GOCF,*,Golden-crowned Flycatcher,Myiodynastes chrysocephalus,MYICHR,,TRUE
,STRF,*,Streaked Flycatcher,Myiodynastes maculatus,MYIMAC,,TRUE
,SBFL,,Sulphur-bellied Flycatcher,Myiodynastes luteiventris,MYILUT,,TRUE
,PIRF,*,Piratic Flycatcher,Legatus leucophaius,LEGLEU,,TRUE
,VAFL,,Variegated Flycatcher,Empidonomus varius,EMPVAR,,TRUE
,CSFL,,Crowned Slaty Flycatcher,Empidonomus aurantioatrocristatus,EMPAUR,,TRUE
,TRKI,,Tropical Kingbird,Tyrannus melancholicus,TYRMEL,,TRUE
,COKI,,Couch's Kingbird,Tyrannus couchii,TYRCOU,,TRUE
,CAKI,,Cassin's Kingbird,Tyrannus vociferans,TYRVOC,,TRUE
,TBKI,,Thick-billed Kingbird,Tyrannus crassirostris,TYRCRA,,TRUE
,WEKI,,Western Kingbird,Tyrannus verticalis,TYRVER,,TRUE
,EAKI,,Eastern Kingbird,Tyrannus tyrannus,TYRTYR,,TRUE
,GRAK,*,Gray Kingbird,Tyrannus dominicensis,TYRDOM,,TRUE
,LOKI,,Loggerhead Kingbird,Tyrannus caudifasciatus,TYRCAU,,TRUE
,GIKI,,Giant Kingbird,Tyrannus cubensis,TYRCUB,,TRUE
,STFL,,Scissor-tailed Flycatcher,Tyrannus forficatus,TYRFOR,,TRUE
,FTFL,,Fork-tailed Flycatcher,Tyrannus savana,TYRSAV,,TRUE
,BCOF,*,Bran-colored Flycatcher,Myiophobus fasciatus,MYIFAS,,TRUE
,EUFL,,Euler's Flycatcher,Lathrotriccus euleri,LATEUL,,TRUE
,TCFL,,Tawny-chested Flycatcher,Aphanotriccus capitalis,APHCAP,,TRUE
,BLBF,*,Black-billed Flycatcher,Aphanotriccus audax,APHAUD,,TRUE
,BEFL,,Belted Flycatcher,Xenotriccus callizonus,XENCAL,,TRUE
,PILF,*,Pileated Flycatcher,Xenotriccus mexicanus,XENMEX,,TRUE
,TUFL,,Tufted Flycatcher,Mitrephanes phaeocercus,MITPHA,,TRUE
,OSFL,,Olive-sided Flycatcher,Contopus cooperi,CONCOO,,TRUE
,GRPE,,Greater Pewee,Contopus pertinax,CONPER,,TRUE
,DAPE,,Dark Pewee,Contopus lugubris,CONLUG,,TRUE
,OCPE,,Ochraceous Pewee,Contopus ochraceus,CONOCH,,TRUE
,WEWP,,Western Wood-Pewee,Contopus sordidulus,CONSOR,,TRUE
,EAWP,,Eastern Wood-Pewee,Contopus virens,CONVIR,,TRUE
,TROP,*,Tropical Pewee,Contopus cinereus,CONCIN,,TRUE
,CUPE,,Cuban Pewee,Contopus caribaeus,CONCAB,*,TRUE
,JAPE,,Jamaican Pewee,Contopus pallidus,CONPAL,,TRUE
,HIPE,,Hispaniolan Pewee,Contopus hispaniolensis,CONHIS,,TRUE
,LAPE,,Lesser Antillean Pewee,Contopus latirostris,CONLAT,,TRUE
,YBFL,,Yellow-bellied Flycatcher,Empidonax flaviventris,EMPFLT,*,TRUE
,ACFL,,Acadian Flycatcher,Empidonax virescens,EMPVIR,,TRUE
,ALFL,,Alder Flycatcher,Empidonax alnorum,EMPALN,,TRUE
+,TRFL,,Traill's Flycatcher,Empidonax alnorum/traillii,EMPALT,,TRUE
,WIFL,,Willow Flycatcher,Empidonax traillii,EMPTRA,,TRUE
+,SWFL,,Southwestern Willow Flycatcher,Empidonax traillii extimus,EMPTEX,,TRUE
